"id","pop","lat","lon","year","sex","age","svl","weight","species"
"AA67274","N_Can",-35.0808154571242,149.296068514013,"2016","U","J",35.5,2.99,"Tympanocryptis lineata"
"AA67320","S_Can",-35.5029610990922,149.186456730497,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA099091","E_Can",-35.438688403935,149.239492342338,"2021","M","A",73.7,6.07,"Tympanocryptis lineata"
"AA099100","E_Can",-35.4256338836129,149.228696309486,"2021","F","A",83.4,5.83,"Tympanocryptis lineata"
"AA67362","S_Can",-35.5186213082933,149.182954970356,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14301","W_Can",-35.4484321898697,149.029160313447,"2006","U","J",29.4,2.84,"Tympanocryptis lineata"
"AA14814","W_Can",-35.4240928900246,149.058700849635,"2008","U","J",37,2.91,"Tympanocryptis lineata"
"AA14861","W_Can",-35.4455804937698,149.052721466537,"2009","M",NA,NA,NA,"Tympanocryptis lineata"
"AA14883","S_Can",-35.5013694692348,149.179413534917,"2007","M?",NA,NA,NA,"Tympanocryptis lineata"
"AA14310","W_Can",-35.4358993135948,149.045081426082,"2006","U","J",20.7,3.96,"Tympanocryptis lineata"
"AA14318","W_Can",-35.4424608120763,149.035652257994,"2006","U","J",34.3,1.93,"Tympanocryptis lineata"
"AA14401","W_Can",-35.4540305832023,149.04584985768,"2006",NA,"J",38,1.86,"Tympanocryptis lineata"
"AA14416","W_Can",-35.4328290188216,149.036953262431,"2006",NA,"J",27.6,3.28,"Tympanocryptis lineata"
"AA14426","W_Can",-35.4406113390458,149.051734012363,"2006","F?","SA",41.1,4.49,"Tympanocryptis lineata"
"AA67113","N_Can",-35.0789941667696,149.292253280691,"2017","F","A",55.6,5.74,"Tympanocryptis lineata"
"AA67434","E_Can",-35.4586969991494,149.215627111007,"2018","U","J",31.8,2.78,"Tympanocryptis lineata"
"AA83754","N_Can",-35.0867155415491,149.300281693543,"2020","M","A",63.1,5.52,"Tympanocryptis lineata"
"AA14302","W_Can",-35.4539321488199,149.045785161765,"2006","U","J",34,3.27,"Tympanocryptis lineata"
"AA14840","W_Can",-35.4537383985388,149.031901122534,"2008","U","J",21.7,3.14,"Tympanocryptis lineata"
"AA14862","W_Can",-35.4515428382912,149.03816567247,"2009","U","J",31.2,3,"Tympanocryptis lineata"
"AA14885","S_Can",-35.4821157796292,149.182128291845,"2009","U","J",34.9,3.76,"Tympanocryptis lineata"
"AA14311","W_Can",-35.4616361361306,149.034646901276,"2006","U","J",31.5,3.41,"Tympanocryptis lineata"
"AA14319","W_Can",-35.4443218709547,149.04536800888,"2006","U","J",26.8,3.81,"Tympanocryptis lineata"
"AA14402","W_Can",-35.4492268400692,149.046077534494,"2006",NA,"A",69.2,5.49,"Tympanocryptis lineata"
"AA14417","W_Can",-35.4425666800325,149.037059985613,"2006",NA,"J",20,3.23,"Tympanocryptis lineata"
"AA14427","W_Can",-35.4432279447309,149.046350934637,"2006",NA,"SA",46.2,3.06,"Tympanocryptis lineata"
"AA67114","N_Can",-35.0899728035169,149.292973585422,"2017","U","J",20.2,2.85,"Tympanocryptis lineata"
"AA67436","E_Can",-35.4509530608027,149.230316323102,"2018","U","J",35.7,3.61,"Tympanocryptis lineata"
"AA099503","E_Can",-35.4401975396711,149.241651442297,"2021",NA,"J",20.3,2.85,"Tympanocryptis lineata"
"AA14303","W_Can",-35.4430738052916,149.039942497706,"2006","U","J",28.5,2.81,"Tympanocryptis lineata"
"AA14846","S_Can",-35.5044854455757,149.175653207855,"2009","U","J",27.4,2.89,"Tympanocryptis lineata"
"AA14863","S_Can",-35.5155205358282,149.180288571988,"2009","M",NA,NA,NA,"Tympanocryptis lineata"
"AA14886","S_Can",-35.4970603269567,149.17525331014,"2009","U","J",33.3,2.85,"Tympanocryptis lineata"
"AA14312","W_Can",-35.4374601614742,149.035775607542,"2006","U","A",66,5.75,"Tympanocryptis lineata"
"AA14320","W_Can",-35.4236595821599,149.034299557796,"2006","U","SA",46.2,2.94,"Tympanocryptis lineata"
"AA14403","W_Can",-35.4608003379279,149.05551427042,"2006",NA,"J",28.7,3.13,"Tympanocryptis lineata"
"AA14418","W_Can",-35.4335770443963,149.037216068865,"2006",NA,"J",24.3,3.01,"Tympanocryptis lineata"
"AA14428","W_Can",-35.4259670648564,149.062858939389,"2006","F?","A",84.9,5,"Tympanocryptis lineata"
"AA67421","E_Can",-35.4272642600007,149.214262919958,"2018","U","SA",47.3,3.59,"Tympanocryptis lineata"
"AA67437","E_Can",-35.4594983074043,149.218835967983,"2018","U","SA",38.3,3.94,"Tympanocryptis lineata"
"AA14568","W_Can",-35.454737124502,149.049648091733,"2006","U","J",22.9,2.8,"Tympanocryptis lineata"
"AA14305","W_Can",-35.4381434965724,149.048317702426,"2006","U","J",31.2,3.14,"Tympanocryptis lineata"
"AA14847","S_Can",-35.5017963708572,149.186258895851,"2009","U","J",32.3,2.52,"Tympanocryptis lineata"
"AA14864","S_Can",-35.4908279672192,149.173021020023,"2009","F",NA,NA,NA,"Tympanocryptis lineata"
"AA14892","S_Can",-35.4993657467919,149.192075228342,"2009","U","J",34.6,3.58,"Tympanocryptis lineata"
"AA14313","W_Can",-35.4564900384554,149.045185581006,"2006","U","J",34.7,2.3,"Tympanocryptis lineata"
"AA14321","W_Can",-35.4276370520909,149.052769771536,"2006","U","A",62.8,5.89,"Tympanocryptis lineata"
"AA14405","W_Can",-35.4470297380673,149.057315613779,"2006",NA,"SA",44,3.27,"Tympanocryptis lineata"
"AA14420","W_Can",-35.437330069381,149.046054381481,"2006",NA,"J",23.8,2.99,"Tympanocryptis lineata"
"AA14429","W_Can",-35.4396614517477,149.056325457099,"2006",NA,"SA",39.8,3.62,"Tympanocryptis lineata"
"AA67422","N_Can",-35.0764638928491,149.300227073991,"2018","U","SA",42.9,4.18,"Tympanocryptis lineata"
"AA83347","N_Can",-35.0709941672119,149.281281730705,"2020","F","A",84.5,5.69,"Tympanocryptis lineata"
"AA14569","W_Can",-35.4338281926511,149.054213892074,"2006","U","J",20.7,4.27,"Tympanocryptis lineata"
"AA14306","W_Can",-35.4265678365498,149.042586150543,"2006","U","J",26.1,2.88,"Tympanocryptis lineata"
"AA14852","W_Can",-35.4410198153696,149.025217428372,"2009","M",NA,NA,NA,"Tympanocryptis lineata"
"AA14865","S_Can",-35.5122777399057,149.201755165329,"2009","M",NA,NA,NA,"Tympanocryptis lineata"
"AA14894","W_Can",-35.4356290807889,149.038461812782,"2009","U","J",25.8,2.83,"Tympanocryptis lineata"
"AA14314","W_Can",-35.4409914710126,149.033191773863,"2006","M?","A",79.9,5.73,"Tympanocryptis lineata"
"AA14322","W_Can",-35.4431804066438,149.028897163988,"2006","U","J",30.5,3.14,"Tympanocryptis lineata"
"AA14406","W_Can",-35.4598456344174,149.037288063393,"2006",NA,"J",26.3,2.65,"Tympanocryptis lineata"
"AA14421","W_Can",-35.4465456487618,149.041677860245,"2006","F?","A",70.9,5.86,"Tympanocryptis lineata"
"AA14432","W_Can",-35.4440609206328,149.037868963534,"2006",NA,"J",29.6,2.65,"Tympanocryptis lineata"
"AA67423","E_Can",-35.4374911516125,149.239334145037,"2018","U","SA",47.3,3.82,"Tympanocryptis lineata"
"AA83349","E_Can",-35.4180520157754,149.221420745083,"2020","M?","A",50.3,4.81,"Tympanocryptis lineata"
"AA14570","W_Can",-35.4285351614855,149.061171570682,"2006","U","J",26.6,3.16,"Tympanocryptis lineata"
"AA14307","W_Can",-35.4410727813204,149.045930893645,"2006","U","J",36.3,1.99,"Tympanocryptis lineata"
"AA14856","N_Can",-35.1075865473819,149.289743610252,"2009","U","J",23.4,2.81,"Tympanocryptis lineata"
"AA14867","S_Can",-35.4840609376418,149.186148832753,"2009","U","J",33.8,4.3,"Tympanocryptis lineata"
"AA14897","W_Can",-35.4326504164597,149.046495637186,"2009","U","J",24.8,2.55,"Tympanocryptis lineata"
"AA14315","W_Can",-35.4594370944686,149.05047958834,"2006","U","SA",45.9,2.89,"Tympanocryptis lineata"
"AA14323","W_Can",-35.4387854482915,149.038904495575,"2006","U","J",35.3,3.89,"Tympanocryptis lineata"
"AA14407","W_Can",-35.4529806549332,149.029473840831,"2006",NA,"J",27,2.8,"Tympanocryptis lineata"
"AA14422","W_Can",-35.446808941147,149.027178722729,"2006","M?","SA",42.9,3.06,"Tympanocryptis lineata"
"AA14433","W_Can",-35.4197278523006,149.03412044594,"2006","F?","A",66.9,6.13,"Tympanocryptis lineata"
"AA67426","E_Can",-35.4346942193907,149.22725511409,"2018","U","A",50.1,5.17,"Tympanocryptis lineata"
"AA83354","E_Can",-35.4467142384217,149.225158430914,"2020","","J",34.5,4.01,"Tympanocryptis lineata"
"AA14571","W_Can",-35.4262206858301,149.050070635293,"2006","U","J",33,4.28,"Tympanocryptis lineata"
"AA14308","W_Can",-35.4443800243926,149.045923641626,"2006","U","J",35.5,2.31,"Tympanocryptis lineata"
"AA14858","W_Can",-35.4331855660419,149.063216154584,"2009","U","J",37.8,3.3,"Tympanocryptis lineata"
"AA14868","S_Can",-35.491310826666,149.196507667589,"2009","U","J",36.9,3.64,"Tympanocryptis lineata"
"AA14316","W_Can",-35.4473131625428,149.045838046002,"2006","U","A",54.4,6.07,"Tympanocryptis lineata"
"AA14324","W_Can",-35.4338952051188,149.039061952245,"2006","U","J",22.2,2.21,"Tympanocryptis lineata"
"AA14411","W_Can",-35.4216954970579,149.031644710715,"2006",NA,"J",31.2,3.07,"Tympanocryptis lineata"
"AA14423","W_Can",-35.4198487234887,149.040039638774,"2006",NA,"J",21,3.07,"Tympanocryptis lineata"
"AA14434","W_Can",-35.4556011423419,149.043720456412,"2006","F","J",37.5,2.21,"Tympanocryptis lineata"
"AA67431","E_Can",-35.4336855341111,149.22216407902,"2018","U","J",30.5,2.81,"Tympanocryptis lineata"
"AA83355","E_Can",-35.4411770603759,149.217014323958,"2020","F","A",52.3,5.86,"Tympanocryptis lineata"
"AA14572","W_Can",-35.4477838280825,149.047260592398,"2006","U","J",20.8,2.59,"Tympanocryptis lineata"
"AA14309","W_Can",-35.4544595483562,149.054837781066,"2006","U","J",22.3,2.83,"Tympanocryptis lineata"
"AA14859","W_Can",-35.4426326889932,149.037922388056,"2009","U","J",31.4,2.85,"Tympanocryptis lineata"
"AA14869","S_Can",-35.5153701028132,149.176429505303,"2009","F",NA,NA,NA,"Tympanocryptis lineata"
"AA14317","W_Can",-35.4336008081553,149.047104639878,"2006","U","A",65.4,5.2,"Tympanocryptis lineata"
"AA14325","W_Can",-35.4489151694839,149.052379230368,"2006","U","J",25.3,3.68,"Tympanocryptis lineata"
"AA14415","W_Can",-35.4394254606991,149.044124723474,"2006",NA,"J",26.2,2.62,"Tympanocryptis lineata"
"AA14424","W_Can",-35.4272396332516,149.033796651243,"2006",NA,"J",25.8,2.79,"Tympanocryptis lineata"
"AA61561","W_Can",-35.4316810520973,149.05812682715,"2017","U","J",37.1,1.87,"Tympanocryptis lineata"
"AA67432","E_Can",-35.4279400864049,149.236141371426,"2018","U","J",32.9,3.54,"Tympanocryptis lineata"
"AA83356","E_Can",-35.4439026758317,149.233003258774,"2020","","A",64.5,4.86,"Tympanocryptis lineata"
"AA14575","W_Can",-35.4281882236078,149.046039583966,"2007","U","J",31.3,3.44,"Tympanocryptis lineata"
"AA14413","W_Can",-35.4448870658126,149.04462358101,"2006",NA,"J",31,2.99,"Tympanocryptis lineata"
"AA099508","E_Can",-35.4239424957601,149.212419598418,"2022",NA,"J",34.2,3.21,"Tympanocryptis lineata"
"AA67457","E_Can",-35.4510189764667,149.221142713708,"2018",NA,"J",31.1,3.4,"Tympanocryptis lineata"
"AA67439","E_Can",-35.4488120349334,149.226826043757,"2018",NA,"SA",42.3,3.76,"Tympanocryptis lineata"
"AA67427","E_Can",-35.4526918439566,149.238684384124,"2018","","SA",39.1,4.61,"Tympanocryptis lineata"
"AA083744","E_Can",-35.4347864720818,149.218416398823,"2022","","J",22.5,2.64,"Tympanocryptis lineata"
"AA67459","E_Can",-35.448373896928,149.24342090587,"2018",NA,"J",21.4,3.37,"Tympanocryptis lineata"
"AA67440","S_Can",-35.4879654052937,149.163957501463,"2018","U","SA",43.9,3.88,"Tympanocryptis lineata"
"AA099522","E_Can",-35.4304749799257,149.231538283054,"2022","F?","A",60.4,5.31,"Tympanocryptis lineata"
"AA67462","E_Can",-35.4423058556659,149.221744244239,"2018",NA,"J",32.2,3.22,"Tympanocryptis lineata"
"AA67463","E_Can",-35.4204295948038,149.213708756793,"2018",NA,"J",36.8,2.77,"Tympanocryptis lineata"
"AA083739","E_Can",-35.4415156586084,149.22790824615,"2022","M","J",23.3,3.09,"Tympanocryptis lineata"
"AA67441","E_Can",-35.4472830213331,149.224118989589,"2018",NA,"J",30.4,3.15,"Tympanocryptis lineata"
"AA67464","E_Can",-35.4442260136112,149.249236836025,"2018",NA,"J",23.6,2.61,"Tympanocryptis lineata"
"AA083752","E_Can",-35.4466121058444,149.212084585617,"2022","F?","A",56.7,5.41,"Tympanocryptis lineata"
"AA67454","E_Can",-35.4363727245871,149.228623515575,"2018",NA,"J",21,3.03,"Tympanocryptis lineata"
"AA67453","E_Can",-35.4482056570764,149.242445688374,"2018",NA,"J",22.4,3.38,"Tympanocryptis lineata"
"AA099521","E_Can",-35.4418029079177,149.227623130903,"2022",NA,"J",29.7,3.57,"Tympanocryptis lineata"
"AA099524","E_Can",-35.4466450049578,149.234884466149,"2022","M","J",34.8,3.08,"Tympanocryptis lineata"
"AA67442","E_Can",-35.4366766103099,149.207352572593,"2018",NA,"SA",44,3.84,"Tympanocryptis lineata"
"AA67444","E_Can",-35.4396528035845,149.220830210284,"2018",NA,"A",70.1,6.22,"Tympanocryptis lineata"
"AA083740","E_Can",-35.4348084019123,149.234430588498,"2022","M","J",35,3.33,"Tympanocryptis lineata"
"AA083741","N_Can",-35.1014393810598,149.288643772753,"2022","","J",28.5,2.84,"Tympanocryptis lineata"
"AA67458","E_Can",-35.4323804870234,149.223404852465,"2018",NA,"J",31.4,3.33,"Tympanocryptis lineata"
"AA083738","E_Can",-35.4381641622348,149.219031157443,"2022","F","A",49.7,4.52,"Tympanocryptis lineata"
"AA67455","E_Can",-35.4402502183196,149.227097863051,"2018",NA,"SA",39.6,3.9,"Tympanocryptis lineata"
"AA67465","E_Can",-35.4358043668644,149.240000649863,"2018",NA,"SA",42.5,4.58,"Tympanocryptis lineata"
"AA083742","E_Can",-35.4593167935978,149.22389517678,"2022","F?","SA",42,4.4,"Tympanocryptis lineata"
"AA087668","S_Can",-35.4913432108144,149.19071334463,"2024","F","A",71.3,5.46,"Tympanocryptis lineata"
"AA087669","E_Can",-35.4408799466833,149.243392024692,"2024","F","SA",47.7,4.34,"Tympanocryptis lineata"
"AA087666","E_Can",-35.4541876033224,149.218592216583,"2024","M?","SA",43.9,4.08,"Tympanocryptis lineata"
"AA087663","S_Can",-35.4968010299285,149.180959819892,"2024","U","J",28,3.68,"Tympanocryptis lineata"
"AA087662","S_Can",-35.4989983080009,149.187265537995,"2024","U","SA",42.7,3.85,"Tympanocryptis lineata"
"AA087677","E_Can",-35.4462104617405,149.236869746626,"2024","M?","SA",38.7,3.8,"Tympanocryptis lineata"
"AA087665","E_Can",-35.4335537637172,149.226647296706,"2024","U","J",20.5,3.23,"Tympanocryptis lineata"
"AA087667","E_Can",-35.445485045914,149.219055198294,"2024","M?","SA",42.6,4.59,"Tympanocryptis lineata"
