"id","pop","lat","lon","year","sex","age","svl","weight","species"
"AA24138","Tuggeranong",-35.4479594821934,149.055269134886,"2007","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24233","Tuggeranong",-35.4395680590172,149.048986386381,"2009","F","J",30.48,1.7,"Tympanocryptis lineata"
"AA24044","Tuggeranong",-35.432243253689,149.041702080142,"2006","F","SA",40.4,3.3,"Tympanocryptis lineata"
"AA24469","Kowen",-35.3201105631541,149.319784826859,"2016","u",NA,NA,NA,"Tympanocryptis lineata"
"AA24470","Kowen",-35.3189365916081,149.341286360794,"2016","u",NA,NA,NA,"Tympanocryptis lineata"
"AA24519","Googong",-35.4480942918674,149.226827160066,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24520","Googong",-35.4325821111936,149.236265786268,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24521","Googong",-35.4305254591564,149.248865918321,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24471","Kowen",-35.3243105181499,149.33394289456,"2016","u",NA,NA,NA,"Tympanocryptis lineata"
"AA24569","Googong",-35.4157579151084,149.227901852847,"2020","M","A",54,5,"Tympanocryptis lineata"
"AA24139","Kowen",-35.3278878114108,149.334162993438,"2007","F","A",55.2,5.78,"Tympanocryptis lineata"
"AA24140","Tuggeranong",-35.441869954992,149.041222454215,"2007","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24234","Tuggeranong",-35.4502401911122,149.061465856982,"2009","F","J",33.4,1.71,"Tympanocryptis lineata"
"AA24570","Googong",-35.4330104196359,149.217110569838,"2020","M","SA",43,3.3,"Tympanocryptis lineata"
"AA24472","Kowen",-35.3218578605559,149.322104176081,"2016","u",NA,NA,NA,"Tympanocryptis lineata"
"AA24473","Tuggeranong",-35.4431847759315,149.048806070977,"2016","M","SA",48,4.09,"Tympanocryptis lineata"
"AA24474","Kowen",-35.3254031832538,149.324713666225,"2016","u",NA,NA,NA,"Tympanocryptis lineata"
"AA24045","Tuggeranong",-35.4398944293359,149.034920756878,"2006","F","A",52.46666667,6.89,"Tympanocryptis lineata"
"AA24522","Googong",-35.441562935436,149.246132582555,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24571","Googong",-35.4343103825428,149.233853700369,"2020","F","A",50,4.2,"Tympanocryptis lineata"
"AA24572","Googong",-35.4404961077402,149.210582672387,"2020","M","A",52,5.5,"Tympanocryptis lineata"
"AA24280","Kowen",-35.3249470016739,149.328534808832,"2010",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24141","Tuggeranong",-35.453479126728,149.038067417805,"2007","F","J",36,1.6,"Tympanocryptis lineata"
"AA24182","Tuggeranong",-35.4365303045072,149.025191288934,"2008","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24523","Googong",-35.4523821836852,149.217744699595,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24475","Kowen",-35.3392464553332,149.326391610601,"2016","M","A",55,4.99,"Tympanocryptis lineata"
"AA24281","Tuggeranong",-35.4422352486746,149.044620300551,"2010","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24476","Tuggeranong",-35.4464417340646,149.039524505193,"2016","M","A",48.2,5.8,"Tympanocryptis lineata"
"AA24524","Googong",-35.4312638681228,149.23730872605,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24525","Googong",-35.4495661781057,149.212524510713,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24046","Tuggeranong",-35.4407624383176,149.039942689006,"2006","M","A",57,5.4,"Tympanocryptis lineata"
"AA24477","Kowen",-35.3092349677795,149.332306318417,"2016","M","A",53,4.81,"Tympanocryptis lineata"
"AA24142","Kowen",-35.311799550037,149.340687596078,"2007","F?","SA",41.6,2.68,"Tympanocryptis lineata"
"AA24282","Kowen",-35.3321757854984,149.329796022867,"2010",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24235","Tuggeranong",-35.4365309541672,149.058069767816,"2009","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24236","Tuggeranong",-35.4395762989947,149.043871509771,"2009","M","A",50.3,5.46,"Tympanocryptis lineata"
"AA24047","Tuggeranong",-35.4391438132164,149.025423809139,"2006","M","A",53,6,"Tympanocryptis lineata"
"AA24478","Kowen",-35.3281177085953,149.324373880217,"2016","u",NA,NA,NA,"Tympanocryptis lineata"
"AA24237","Kowen",-35.3213581890023,149.336113439184,"2009","F","A",53,6.3,"Tympanocryptis lineata"
"AA24479","Tuggeranong",-35.4435710968629,149.033195682482,"2016","F","J",35.36666667,1.69,"Tympanocryptis lineata"
"AA24526","Googong",-35.4414482414114,149.22497630522,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24527","Googong",-35.4445523072548,149.215500439641,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24480","Kowen",-35.3268526870644,149.329398930136,"2016","u",NA,NA,NA,"Tympanocryptis lineata"
"AA24048","Tuggeranong",-35.4457543198453,149.03407729455,"2006","M?","SA",47,3,"Tympanocryptis lineata"
"AA24143","Kowen",-35.336923395294,149.335727417826,"2007","F","A",61.9,6.9,"Tympanocryptis lineata"
"AA24183","Kowen",-35.3281902759354,149.354437245524,"2008",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24283","Kowen",-35.3268771637265,149.347472128186,"2010",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24184","Tuggeranong",-35.4192722880995,149.046434264935,"2008","F","A",51.8,5.81,"Tympanocryptis lineata"
"AA24049","Tuggeranong",-35.436331349143,149.044931862382,"2006","M","A",48.6,4.1,"Tympanocryptis lineata"
"AA24297","Tuggeranong",-35.4533753467336,149.042000501312,"2012","F","A",53,5.8,"Tympanocryptis lineata"
"AA24291","Tuggeranong",-35.4351759384528,149.038169736418,"2011","M","A",53.8,6.03,"Tympanocryptis lineata"
"AA24528","Googong",-35.4500161100588,149.229164807187,"2018","M","SA",47.8,4.7,"Tympanocryptis lineata"
"AA24050","Tuggeranong",-35.4274736920108,149.029622814179,"2006","M","A",59,7.33,"Tympanocryptis lineata"
"AA24051","Tuggeranong",-35.4517191995106,149.045886776851,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24573","Googong",-35.4501540947166,149.221547417351,"2020","F","A",54.8,6.6,"Tympanocryptis lineata"
"AA24144","Kowen",-35.3460123309877,149.333775303333,"2007","F","A",54,5.7,"Tympanocryptis lineata"
"AA24145","Kowen",-35.3264843611635,149.338785534641,"2007",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24146","Tuggeranong",-35.4391962194659,149.051389255847,"2007","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24238","Tuggeranong",-35.4216336388036,149.032125427127,"2009","M","A",51,6.2,"Tympanocryptis lineata"
"AA24529","Googong",-35.4402420513303,149.214514665907,"2018","M","A",51,4.82,"Tympanocryptis lineata"
"AA24239","Tuggeranong",-35.4446165681137,149.042276108521,"2009","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24481","Kowen",-35.3217508901642,149.31843195431,"2016","M","A",51,5,"Tympanocryptis lineata"
"AA24530","Googong",-35.4334319556092,149.238866055954,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24052","Tuggeranong",-35.440869617369,149.050400482107,"2006","M?","A",48.73333333,3.81,"Tympanocryptis lineata"
"AA24053","Tuggeranong",-35.4385393978995,149.035403851329,"2006","F","SA",44,3.42,"Tympanocryptis lineata"
"AA24054","Tuggeranong",-35.4394746831207,149.047160445206,"2006","F","J",34.36666667,1.36,"Tympanocryptis lineata"
"AA24147","Tuggeranong",-35.4348014370006,149.047997663585,"2007","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24240","Tuggeranong",-35.4208802959965,149.058956099856,"2009","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24148","Tuggeranong",-35.4181698670517,149.04711014611,"2007","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24241","Tuggeranong",-35.4457205477697,149.04876768251,"2009","J",NA,NA,NA,"Tympanocryptis lineata"
"AA24482","Kowen",-35.3269462845803,149.341091447962,"2016","F","J",34,1.51,"Tympanocryptis lineata"
"AA24483","Kowen",-35.3468991647891,149.327571752084,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24581","Googong",-35.4352265402075,149.239892151855,"2021",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24582","Googong",-35.4476875677433,149.23154192344,"2021",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24484","Royalla",-35.4915527953346,149.184177497252,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24485","Royalla",-35.5171784014886,149.177615925476,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24486","Kowen",-35.3274173544063,149.323059919277,"2016","u",NA,NA,NA,"Tympanocryptis lineata"
"AA24583","Googong",-35.4331702251166,149.230096363583,"2021","M","A",51.6,5.4,"Tympanocryptis lineata"
"AA24584","Googong",-35.439094579774,149.217168974229,"2021","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24585","Royalla",-35.4855881328317,149.188410598009,"2021","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24617","Unknown",NA,NA,"unknown",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24487","Royalla",-35.49241092541,149.182968689541,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24488","Royalla",-35.4813541810579,149.166030680908,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24586","Googong",-35.4390382001808,149.243134231184,"2021","F","A",52,5.8,"Tympanocryptis lineata"
"AA24587","Googong",-35.4225324899017,149.218333327901,"2021","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24489","Royalla",-35.5165948990089,149.181218312862,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24588","Googong",-35.4520962181517,149.225524855601,"2021","M","A",53,5.4,"Tympanocryptis lineata"
"AA24589","Googong",-35.4523326915491,149.236106132422,"2021","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24490","Royalla",-35.5115239437301,149.187045044347,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24491","Royalla",-35.5156433330625,149.190850346136,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24531","Kowen",-35.3318407768091,149.327694202403,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24590","Googong",-35.4375371796353,149.233302398331,"2021","M","SA",41,2.1,"Tympanocryptis lineata"
"AA24492","Royalla",-35.4934845233815,149.184883015947,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24493","Kowen",-35.3363432975404,149.337489228962,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24494","Royalla",-35.5011444926306,149.189015096061,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24574","Royalla",-35.517982493123,149.18458813422,"2020","M","A",49.2,4.22,"Tympanocryptis lineata"
"AA24591","Googong",-35.4439611819202,149.227694251686,"2021",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24495","Kowen",-35.3193145780752,149.333704393442,"2016","u",NA,NA,NA,"Tympanocryptis lineata"
"AA24496","Royalla",-35.4936054454005,149.199898166162,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24592","Googong",-35.4552372871546,149.236444031485,"2021",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24593","Googong",-35.4259674885036,149.24525401675,"2021",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24497","Kowen",-35.3268951161805,149.34995739507,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24498","Royalla",-35.4996537056954,149.192130667139,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24594","Googong",-35.4428240925994,149.235662036804,"2021","M","A",50,4.4,"Tympanocryptis lineata"
"AA24595","Googong",-35.4418242074424,149.225917628663,"2021","F","A",55.9,6,"Tympanocryptis lineata"
"AA24499","Royalla",-35.5049106622022,149.187783563837,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24055","Tuggeranong",-35.4487473049944,149.04273038937,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24185","Tuggeranong",-35.4489967525103,149.038495738917,"2008","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24242","Tuggeranong",-35.4287202164783,149.050268026458,"2009","M","SA",48,3.9,"Tympanocryptis lineata"
"AA24149","Royalla",-35.5004826790142,149.164614023604,"2007","M?","SA",48,6.33,"Tympanocryptis lineata"
"AA24056","Tuggeranong",-35.4383869532035,149.049221628651,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24057","Tuggeranong",-35.429328573137,149.031132472443,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24058","Tuggeranong",-35.4256705076863,149.046870877141,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24059","Tuggeranong",-35.4530279716496,149.038507984926,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24060","Tuggeranong",-35.4430886134196,149.060628731435,"2006","F?","SA",40.7,3.44,"Tympanocryptis lineata"
"AA24504","Kowen",-35.326266502868,149.335970939307,"2017","F","SA",43.7,2.79,"Tympanocryptis lineata"
"AA24532","Googong",-35.4455239481727,149.238686708923,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24575","Kowen",-35.3235320819505,149.349262925973,"2020","M","A",52,6,"Tympanocryptis lineata"
"AA24061","Tuggeranong",-35.4555582378503,149.055416835747,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24186","Tuggeranong",-35.4328033201343,149.041234369979,"2008","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24243","Tuggeranong",-35.4441615757947,149.057039863703,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24244","Royalla",-35.5145679884542,149.174589106818,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24062","Tuggeranong",-35.4438514717789,149.050433214142,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24063","Tuggeranong",-35.4413502191923,149.048328026107,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24064","Tuggeranong",-35.4272130223172,149.045038481324,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24065","Tuggeranong",-35.4498481737369,149.048192343077,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24066","Tuggeranong",-35.4403756472989,149.044660060131,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24505","Kowen",-35.3231861818714,149.338910593666,"2017","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24533","Googong",-35.4416443773474,149.229910179678,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24596","Googong",-35.45186324962,149.230564414593,"2021",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24067","Tuggeranong",-35.4455682066836,149.055453615913,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24245","Royalla",-35.5092583303354,149.172306497474,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24246","Royalla",-35.5114172976836,149.163641088987,"2009","M","A",52.8,6.45,"Tympanocryptis lineata"
"AA24247","Royalla",-35.50660811589,149.181130175011,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24068","Tuggeranong",-35.4323073703586,149.048271231185,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24069","Tuggeranong",-35.4453635904467,149.049169163336,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24070","Tuggeranong",-35.443641827493,149.029562127795,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24071","Tuggeranong",-35.4352591331376,149.052018175387,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24072","Tuggeranong",-35.4299486618285,149.03998918949,"2006","F?","A",51.8,7,"Tympanocryptis lineata"
"AA24534","Googong",-35.435609968264,149.21926196777,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24535","Googong",-35.4474183788407,149.209753456509,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24073","Tuggeranong",-35.4349044019686,149.048066523703,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24074","Tuggeranong",-35.4269938744431,149.050807038796,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24248","Royalla",-35.4830280177008,149.173184969538,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24249","Royalla",-35.4973081606669,149.180254066154,"2009","F","A",55,5.74,"Tympanocryptis lineata"
"AA24250","Royalla",-35.5004011153883,149.168175183499,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24075","Tuggeranong",-35.4501183700187,149.040044798408,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24076","Tuggeranong",-35.437307254738,149.041214829836,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24077","Tuggeranong",-35.441246168216,149.05099165029,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24078","Tuggeranong",-35.4347880070067,149.047771188888,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24079","Tuggeranong",-35.4351940412351,149.044974043506,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24536","Kowen",-35.3251996735346,149.351401605906,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24576","Kowen",-35.3321956591406,149.338585717035,"2020","F","SA",43.53333333,2.29,"Tympanocryptis lineata"
"AA24080","Tuggeranong",-35.4320656157523,149.037941085156,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24081","Tuggeranong",-35.4362652143786,149.053818543784,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24251","Tuggeranong",-35.4367022313579,149.036378470976,"2009","M","A",54,5.9,"Tympanocryptis lineata"
"AA24252","Royalla",-35.5065143551058,149.178688323941,"2009","M","SA",43,3.78,"Tympanocryptis lineata"
"AA24253","Tuggeranong",-35.4548251903644,149.031978209248,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24082","Tuggeranong",-35.4267192444527,149.038720764867,"2006","M?","SA",40.5,2.69,"Tympanocryptis lineata"
"AA24083","Tuggeranong",-35.4242315366051,149.050263844632,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24084","Tuggeranong",-35.4301170728306,149.049982812852,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24085","Tuggeranong",-35.4349133897155,149.04850018987,"2006","F?","J",37,2.4,"Tympanocryptis lineata"
"AA24086","Tuggeranong",-35.4461648433705,149.042394570545,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24537","Googong",-35.4440151578852,149.217711570729,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24577","Googong",-35.4499547206332,149.222011820603,"2020","M?","SA",48,4,"Tympanocryptis lineata"
"AA24087","Tuggeranong",-35.4390952172585,149.045621237387,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24088","Tuggeranong",-35.4543384199679,149.052317909565,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24254","Kowen",-35.3365607050889,149.341554025405,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24255","Royalla",-35.499746683108,149.188174678738,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24256","Tuggeranong",-35.4390740459394,149.037075148412,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24089","Tuggeranong",-35.4339205121333,149.032905733219,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24090","Tuggeranong",-35.4505200144998,149.058000586857,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24091","Tuggeranong",-35.4353781851977,149.056288882824,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24092","Tuggeranong",-35.4507672262793,149.059653827926,"2006","M?","SA",44,3.44,"Tympanocryptis lineata"
"AA24093","Tuggeranong",-35.4322664672452,149.049937272689,"2006","F?","SA",40.53333333,2.66,"Tympanocryptis lineata"
"AA24538","Googong",-35.4505256355372,149.245325141217,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24578","Googong",-35.439690995712,149.221496069857,"2020","",NA,NA,NA,"Tympanocryptis lineata"
"AA24094","Tuggeranong",-35.435397263088,149.040017684271,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24095","Tuggeranong",-35.4372739988604,149.044753600205,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24257","Tuggeranong",-35.4346448496422,149.042461058901,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24258","Royalla",-35.5092639188459,149.187012624476,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24096","Tuggeranong",-35.4383121691218,149.049381483639,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24097","Tuggeranong",-35.4358860822192,149.063364651471,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24098","Tuggeranong",-35.4489524184522,149.050400206117,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24099","Tuggeranong",-35.4656757654857,149.04298396814,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24100","Tuggeranong",-35.4430769050083,149.039077751989,"2006","F","SA",46.7,5.1,"Tympanocryptis lineata"
"AA24539","Googong",-35.426580966984,149.221585858945,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24579","Googong",-35.4517377511401,149.200075277892,"2020","F","A",53.6,5.46,"Tympanocryptis lineata"
"AA24101","Tuggeranong",-35.4360946522955,149.041223644913,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24102","Tuggeranong",-35.4412405093897,149.025088952656,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24259","Tuggeranong",-35.4498756490279,149.044522460309,"2009","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24260","Royalla",-35.4980630943471,149.180419134222,"2009","F","SA",39.03333333,2.55,"Tympanocryptis lineata"
"AA24103","Tuggeranong",-35.4665599327773,149.052672670086,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24104","Tuggeranong",-35.4327822053509,149.020106761395,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24105","Tuggeranong",-35.4350321140606,149.044195725325,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24106","Tuggeranong",-35.4483963391958,149.064438910105,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24506","Tuggeranong",-35.4348080606993,149.041476207991,"2017","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24540","Googong",-35.4368296072575,149.239690638267,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24580","Googong",-35.4425327130906,149.239037844648,"2020","",NA,NA,NA,"Tympanocryptis lineata"
"AA24150","Tuggeranong",-35.4422266271142,149.04231178793,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24107","Tuggeranong",-35.432757629797,149.03559798507,"2006",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24597","Googong",-35.4411518183294,149.226531246658,"2022",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24541","Googong",-35.4493312321874,149.229217299598,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24542","Googong",-35.4381071857502,149.226239833175,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24543","Googong",-35.4308723176116,149.225760242198,"2018","",NA,NA,NA,"Tympanocryptis lineata"
"AA24598","Googong",-35.4373520248588,149.233874881021,"2022","",NA,NA,NA,"Tympanocryptis lineata"
"AA24544","Googong",-35.4516448542838,149.23201619853,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24545","Royalla",-35.5068088434191,149.176646495786,"2018","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24599","Googong",-35.455548849996,149.217777178834,"2022","F?","SA",46.2,3.28,"Tympanocryptis lineata"
"AA24546","Googong",-35.4330052316467,149.226136743381,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24547","Googong",-35.4280348433822,149.210458813917,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24600","Googong",-35.4272769432976,149.204283144544,"2022","M","A",54,5,"Tympanocryptis lineata"
"AA24548","Googong",-35.4561754453515,149.23443988883,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24549","Googong",-35.4473452340695,149.23308211716,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24601","Googong",-35.4385994098081,149.244340175319,"2022","F?","SA",42.06666667,2.11,"Tympanocryptis lineata"
"AA24550","Googong",-35.4584609815415,149.246836120866,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24551","Googong",-35.459953698883,149.236998006476,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24602","Googong",-35.4348319191419,149.229974739823,"2022",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24603","Googong",-35.4400949026492,149.237897745927,"2022","M","SA",46.6,4.2,"Tympanocryptis lineata"
"AA24552","Googong",-35.4373801808923,149.240064905837,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24553","Googong",-35.4426537695931,149.242515029527,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24604","Googong",-35.4567178471276,149.219600651218,"2022","M","SA",40.9,2.5,"Tympanocryptis lineata"
"AA24605","Kowen",-35.3273826359282,149.327610076339,"2022","",NA,NA,NA,"Tympanocryptis lineata"
"AA24554","Googong",-35.4551521825136,149.241138621497,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24606","Googong",-35.4392523264251,149.2219173257,"2022","F","J",34.26666667,1.47,"Tympanocryptis lineata"
"AA24555","Googong",-35.4225409722606,149.227742583103,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24556","Googong",-35.4557904167813,149.237984619822,"2018",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24607","Googong",-35.4340724934908,149.233381366358,"2022","F?","A",50.9,4.41,"Tympanocryptis lineata"
"AA24608","Royalla",-35.5030217846014,149.194300311448,"2024","F","SA",40.76666667,2.24,"Tympanocryptis lineata"
"AA24609","Googong",-35.4604469846632,149.232002366128,"2024","F","SA",41.9,3.78,"Tympanocryptis lineata"
"AA24610","Googong",-35.4430051640572,149.222903246448,"2024","M?","SA",43.9,3.5,"Tympanocryptis lineata"
"AA24611","Royalla",-35.5239980485166,149.186479637682,"2024","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24612","Royalla",-35.5119194889283,149.171437808829,"2024","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24613","Googong",-35.4386819691882,149.227319901004,"2024","M?","A",51.5,4.64,"Tympanocryptis lineata"
"AA24614","Googong",-35.4391044955162,149.241281945281,"2024","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24615","Googong",-35.4357087126973,149.245819785017,"2024","M?","A",55,5.5,"Tympanocryptis lineata"
